latitude,longitude,acq_date,acq_time,iran_date,iran_time,year,month,day,satellite,instrument,detected_sensor,confidence,frp,brightness,daynight,scan,track
27.48442,52.96304,2026-09-19,1136,2026-09-19,15:06,2026,9,19,Aqua,MODIS,MODIS,87,50.31,343.28,D,1.33,1.14
27.48666,52.97591,2026-09-19,1136,2026-09-19,15:06,2026,9,19,Aqua,MODIS,MODIS,46,10.73,325.51,D,1.33,1.14
30.46487,51.39679,2026-09-19,1136,2026-09-19,15:06,2026,9,19,Aqua,MODIS,MODIS,53,15.77,324.77,D,1.46,1.19
27.4816,52.97191,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,l,42.49,336.36,D,0.56,0.69
27.48622,52.96535,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,l,25.7,339.05,D,0.56,0.69
27.48661,52.97123,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,l,25.7,356.41,D,0.56,0.69
27.48767,52.96559,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,n,30.03,347.53,D,0.56,0.69
27.48802,52.97147,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,l,42.49,356.61,D,0.56,0.69
29.25404,53.11981,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,n,6.35,346.29,D,0.59,0.7
29.25916,53.12238,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,n,8.92,354.13,D,0.6,0.7
29.91929,51.73652,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,n,4.62,344.35,D,0.5,0.66
30.46317,51.3906,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,h,8.46,367,D,0.48,0.65
30.46343,51.3948,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,h,10.7,367,D,0.48,0.65
30.46372,51.39954,2026-09-19,1041,2026-09-19,14:11,2026,9,19,N,VIIRS,VIIRS,n,10.7,340.72,D,0.48,0.65
29.92073,51.73302,2026-09-19,1004,2026-09-19,13:34,2026,9,19,N21,VIIRS,VIIRS,n,12.41,344.63,D,0.43,0.46
30.4638,51.39218,2026-09-19,1004,2026-09-19,13:34,2026,9,19,N21,VIIRS,VIIRS,h,142.6,367,D,0.41,0.45
27.1816,53.42269,2026-09-19,1002,2026-09-19,13:32,2026,9,19,N21,VIIRS,VIIRS,n,24.23,350.02,D,0.5,0.49
27.18454,53.4246,2026-09-19,1002,2026-09-19,13:32,2026,9,19,N21,VIIRS,VIIRS,l,25.61,344.15,D,0.5,0.49
30.4595,51.38992,2026-09-19,920,2026-09-19,12:50,2026,9,19,N20,VIIRS,VIIRS,l,6.71,343.46,D,0.42,0.45
30.46052,51.39487,2026-09-19,920,2026-09-19,12:50,2026,9,19,N20,VIIRS,VIIRS,l,5.12,342.83,D,0.42,0.45
27.48456,52.96887,2026-09-19,917,2026-09-19,12:47,2026,9,19,N20,VIIRS,VIIRS,h,35.98,367,D,0.39,0.44
27.48532,52.97276,2026-09-19,917,2026-09-19,12:47,2026,9,19,N20,VIIRS,VIIRS,n,7.63,348.02,D,0.39,0.44
27.48852,52.96789,2026-09-19,917,2026-09-19,12:47,2026,9,19,N20,VIIRS,VIIRS,n,35.98,345.11,D,0.39,0.44
28.68309,52.09186,2026-09-19,917,2026-09-19,12:47,2026,9,19,N20,VIIRS,VIIRS,n,5.75,345.17,D,0.42,0.45
30.08939,52.60856,2026-09-19,917,2026-09-19,12:47,2026,9,19,N20,VIIRS,VIIRS,n,11.78,343.59,D,0.56,0.43
29.25595,53.12197,2026-09-19,900,2026-09-19,12:30,2026,9,19,N,VIIRS,VIIRS,h,9.81,367,D,0.42,0.61
30.46297,51.39082,2026-09-19,900,2026-09-19,12:30,2026,9,19,N,VIIRS,VIIRS,n,5.5,345.14,D,0.49,0.65
27.48235,52.96738,2026-09-19,858,2026-09-19,12:28,2026,9,19,N,VIIRS,VIIRS,h,23.79,367,D,0.47,0.64
27.48346,52.96128,2026-09-19,858,2026-09-19,12:28,2026,9,19,N,VIIRS,VIIRS,l,26.32,342.69,D,0.47,0.64
27.48461,52.96596,2026-09-19,858,2026-09-19,12:28,2026,9,19,N,VIIRS,VIIRS,l,70.87,367,D,0.47,0.64
27.48577,52.97065,2026-09-19,858,2026-09-19,12:28,2026,9,19,N,VIIRS,VIIRS,h,70.87,367,D,0.47,0.64
27.48695,52.96095,2026-09-19,858,2026-09-19,12:28,2026,9,19,N,VIIRS,VIIRS,n,28.45,353.07,D,0.47,0.64
27.48813,52.9656,2026-09-19,858,2026-09-19,12:28,2026,9,19,N,VIIRS,VIIRS,h,103.35,367,D,0.47,0.64
