latitude,longitude,acq_date,acq_time,iran_date,iran_time,year,month,day,satellite,instrument,detected_sensor,confidence,frp,brightness,daynight,scan,track
29.18962,52.83972,2026-09-14,1145,2026-09-14,15:15,2026,9,14,Aqua,MODIS,MODIS,62,9.95,328.1,D,1.06,1.03
29.88885,51.72599,2026-09-14,1145,2026-09-14,15:15,2026,9,14,Aqua,MODIS,MODIS,87,43.88,340.65,D,1.15,1.07
28.68232,52.09413,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,n,5.76,352.3,D,0.41,0.61
28.77186,52.75743,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,n,11.54,349.66,D,0.45,0.63
28.77615,52.75605,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,h,18.62,367,D,0.45,0.63
28.77779,52.75793,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,h,11.54,367,D,0.45,0.63
29.19161,52.84327,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,n,10.96,356.37,D,0.46,0.64
29.25475,53.12078,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,l,4.93,343.72,D,0.48,0.65
29.25508,53.12579,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,n,4.93,348.52,D,0.48,0.65
29.72231,52.44093,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,h,7.22,367,D,0.44,0.62
29.84788,52.85817,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,n,8.45,347.41,D,0.47,0.64
29.88878,51.72946,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,n,20.41,348.59,D,0.4,0.6
29.89428,51.72792,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,n,20.41,344.83,D,0.4,0.6
29.89458,51.73204,2026-09-14,1034,2026-09-14,14:04,2026,9,14,N,VIIRS,VIIRS,h,42.98,367,D,0.4,0.6
28.68765,54.3349,2026-09-14,956,2026-09-14,13:26,2026,9,14,N21,VIIRS,VIIRS,l,9.92,344.39,D,0.47,0.48
28.77224,52.75749,2026-09-14,956,2026-09-14,13:26,2026,9,14,N21,VIIRS,VIIRS,n,14.76,352.77,D,0.38,0.44
28.77624,52.75716,2026-09-14,956,2026-09-14,13:26,2026,9,14,N21,VIIRS,VIIRS,l,8.4,341.65,D,0.38,0.44
29.25454,53.12245,2026-09-14,956,2026-09-14,13:26,2026,9,14,N21,VIIRS,VIIRS,n,4.88,350.38,D,0.41,0.45
29.25863,53.12186,2026-09-14,956,2026-09-14,13:26,2026,9,14,N21,VIIRS,VIIRS,n,4.88,352.6,D,0.41,0.45
29.84594,52.85803,2026-09-14,956,2026-09-14,13:26,2026,9,14,N21,VIIRS,VIIRS,l,11.78,350.66,D,0.4,0.44
28.59102,53.7712,2026-09-14,911,2026-09-14,12:41,2026,9,14,N20,VIIRS,VIIRS,n,5.76,345.16,D,0.42,0.45
28.68243,52.09382,2026-09-14,911,2026-09-14,12:41,2026,9,14,N20,VIIRS,VIIRS,n,9.39,346.66,D,0.52,0.5
28.76886,52.75778,2026-09-14,911,2026-09-14,12:41,2026,9,14,N20,VIIRS,VIIRS,n,32.94,354.74,D,0.47,0.48
28.77129,52.75512,2026-09-14,911,2026-09-14,12:41,2026,9,14,N20,VIIRS,VIIRS,l,37.95,367,D,0.47,0.48
28.77225,52.75982,2026-09-14,911,2026-09-14,12:41,2026,9,14,N20,VIIRS,VIIRS,n,37.95,351.56,D,0.47,0.48
28.7731,52.75651,2026-09-14,911,2026-09-14,12:41,2026,9,14,N20,VIIRS,VIIRS,n,32.94,351.26,D,0.47,0.48
29.25501,53.12257,2026-09-14,911,2026-09-14,12:41,2026,9,14,N20,VIIRS,VIIRS,n,12.4,355.89,D,0.44,0.46
29.9562,52.70274,2026-09-14,911,2026-09-14,12:41,2026,9,14,N20,VIIRS,VIIRS,l,33.55,353.52,D,0.45,0.47
30.36077,53.57765,2026-09-14,911,2026-09-14,12:41,2026,9,14,N20,VIIRS,VIIRS,n,15.25,344.92,D,0.4,0.44
28.67974,52.09233,2026-09-14,852,2026-09-14,12:22,2026,9,14,N,VIIRS,VIIRS,n,5.02,342.21,D,0.61,0.71
28.68099,52.09148,2026-09-14,852,2026-09-14,12:22,2026,9,14,N,VIIRS,VIIRS,l,8.31,342.51,D,0.61,0.71
28.76891,52.75486,2026-09-14,852,2026-09-14,12:22,2026,9,14,N,VIIRS,VIIRS,n,8.72,347.82,D,0.56,0.69
28.77052,52.76092,2026-09-14,852,2026-09-14,12:22,2026,9,14,N,VIIRS,VIIRS,h,8.72,367,D,0.56,0.69
29.16639,52.83333,2026-09-14,852,2026-09-14,12:22,2026,9,14,N,VIIRS,VIIRS,n,5.71,350.99,D,0.54,0.68
29.2546,53.12051,2026-09-14,852,2026-09-14,12:22,2026,9,14,N,VIIRS,VIIRS,n,8.79,352.83,D,0.52,0.67
29.25522,53.12381,2026-09-14,852,2026-09-14,12:22,2026,9,14,N,VIIRS,VIIRS,l,9.64,347.12,D,0.52,0.67
29.84667,52.85785,2026-09-14,852,2026-09-14,12:22,2026,9,14,N,VIIRS,VIIRS,n,8.28,349.67,D,0.52,0.67
29.84681,52.85707,2026-09-14,852,2026-09-14,12:22,2026,9,14,N,VIIRS,VIIRS,n,11.38,348.08,D,0.52,0.67
29.19885,52.84227,2026-09-14,48,2026-09-14,04:18,2026,9,14,Aqua,MODIS,MODIS,27,10.25,300.77,N,1.52,1.22
27.48529,52.97144,2026-09-13,2316,2026-09-14,02:46,2026,9,14,N,VIIRS,VIIRS,n,2.14,312.59,N,0.56,0.69
27.48678,52.96576,2026-09-13,2316,2026-09-14,02:46,2026,9,14,N,VIIRS,VIIRS,n,2.64,308.12,N,0.56,0.69
