latitude,longitude,acq_date,acq_time,year,month,day,satellite,instrument,detected_sensor,confidence,frp,brightness,daynight,scan,track
30.00817,51.6671,2026-08-08,949,2026,8,8,N21,VIIRS,VIIRS,n,22.59,345.89,D,0.44,0.38
30.40706,52.51844,2026-08-08,907,2026,8,8,N20,VIIRS,VIIRS,l,4.64,340.07,D,0.56,0.51
30.40822,52.52364,2026-08-08,907,2026,8,8,N20,VIIRS,VIIRS,n,4.64,344.58,D,0.56,0.51
29.09528,52.68112,2026-08-08,905,2026,8,8,N20,VIIRS,VIIRS,l,19.69,335.46,D,0.58,0.52
29.0933,52.67731,2026-08-08,845,2026,8,8,N,VIIRS,VIIRS,h,33.22,367,D,0.67,0.73
29.25492,53.11967,2026-08-08,845,2026,8,8,N,VIIRS,VIIRS,n,15.9,354.83,D,0.62,0.72
29.25805,53.12061,2026-08-08,845,2026,8,8,N,VIIRS,VIIRS,n,16.93,355.45,D,0.62,0.72
29.95929,52.84109,2026-08-08,845,2026,8,8,N,VIIRS,VIIRS,n,11.48,350.75,D,0.62,0.71
29.9637,52.83749,2026-08-08,845,2026,8,8,N,VIIRS,VIIRS,h,11.14,367,D,0.62,0.71
30.40506,52.51735,2026-08-08,845,2026,8,8,N,VIIRS,VIIRS,n,7.28,337.84,D,0.63,0.72
30.4067,52.52313,2026-08-08,845,2026,8,8,N,VIIRS,VIIRS,n,7.28,349.59,D,0.63,0.72
30.40922,52.52063,2026-08-08,845,2026,8,8,N,VIIRS,VIIRS,n,12.9,348.18,D,0.63,0.72
27.48775,52.96851,2026-08-08,2309,2026,8,8,N20,VIIRS,VIIRS,n,5.46,309.42,N,0.59,0.7
29.25817,53.12511,2026-08-08,2309,2026,8,8,N20,VIIRS,VIIRS,n,1.57,313.45,N,0.55,0.68
29.25961,53.11974,2026-08-08,2309,2026,8,8,N20,VIIRS,VIIRS,n,1.57,306.25,N,0.55,0.68
29.3666,52.61141,2026-08-08,2309,2026,8,8,N20,VIIRS,VIIRS,n,1.96,313.55,N,0.51,0.66
29.36887,52.61173,2026-08-08,2309,2026,8,8,N20,VIIRS,VIIRS,n,1.88,313.58,N,0.51,0.66
29.61351,51.71907,2026-08-08,2309,2026,8,8,N20,VIIRS,VIIRS,n,1.86,311.51,N,0.44,0.63
29.62361,52.44757,2026-08-08,2309,2026,8,8,N20,VIIRS,VIIRS,n,0.78,310.02,N,0.49,0.65
29.77952,53.0018,2026-08-08,2309,2026,8,8,N20,VIIRS,VIIRS,n,0.88,301.22,N,0.52,0.67
29.79451,52.79927,2026-08-08,2309,2026,8,8,N20,VIIRS,VIIRS,n,1.76,304.17,N,0.51,0.66
27.48816,52.9685,2026-08-08,2252,2026,8,8,N,VIIRS,VIIRS,n,4.76,319.34,N,0.49,0.48
29.1939,52.84386,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,1.06,305.74,N,0.44,0.46
29.25586,53.12223,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,1.68,319.83,N,0.46,0.47
29.25835,53.12595,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,0.89,298.87,N,0.46,0.47
29.25932,53.12131,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,2.66,324.54,N,0.46,0.47
29.26012,53.12339,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,0.57,307.03,N,0.46,0.47
29.36862,52.61455,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,2.5,321.19,N,0.43,0.46
29.36941,52.61239,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,3.18,323.69,N,0.43,0.46
29.62359,52.44805,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,1.37,310.08,N,0.41,0.45
29.78232,53.00694,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,1.05,309.46,N,0.44,0.46
29.78327,53.00245,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,1.33,300.57,N,0.44,0.46
29.79536,52.79915,2026-08-08,2250,2026,8,8,N,VIIRS,VIIRS,n,1.38,308.97,N,0.43,0.46
27.47747,52.97293,2026-08-08,2216,2026,8,8,N21,VIIRS,VIIRS,n,0.61,310.02,N,0.39,0.36
27.4814,52.96971,2026-08-08,2216,2026,8,8,N21,VIIRS,VIIRS,n,0.61,312.33,N,0.39,0.36
27.48534,52.96648,2026-08-08,2216,2026,8,8,N21,VIIRS,VIIRS,n,0.62,309.79,N,0.39,0.36
27.48864,52.96716,2026-08-08,2216,2026,8,8,N21,VIIRS,VIIRS,n,0.62,311.2,N,0.39,0.36
29.19119,52.8442,2026-08-08,2216,2026,8,8,N21,VIIRS,VIIRS,n,2.55,313.87,N,0.38,0.36
29.19181,52.84031,2026-08-08,2216,2026,8,8,N21,VIIRS,VIIRS,n,2.55,313.18,N,0.38,0.36
29.25624,53.12018,2026-08-08,2216,2026,8,8,N21,VIIRS,VIIRS,n,5.73,331.73,N,0.39,0.36
29.36778,52.61002,2026-08-08,2216,2026,8,8,N21,VIIRS,VIIRS,n,2.2,317.02,N,0.38,0.36
29.56164,51.69742,2026-08-08,2216,2026,8,8,N21,VIIRS,VIIRS,n,1.5,309.06,N,0.39,0.36
29.2526,54.47323,2026-08-08,2214,2026,8,8,N21,VIIRS,VIIRS,n,0.92,297.43,N,0.41,0.37
29.62492,52.44645,2026-08-08,2214,2026,8,8,N21,VIIRS,VIIRS,n,1.36,316.66,N,0.38,0.36
29.7353,52.65458,2026-08-08,2214,2026,8,8,N21,VIIRS,VIIRS,n,1.67,313.99,N,0.38,0.36
29.79414,52.80318,2026-08-08,2214,2026,8,8,N21,VIIRS,VIIRS,n,2.63,308.26,N,0.38,0.36
29.79476,52.79926,2026-08-08,2214,2026,8,8,N21,VIIRS,VIIRS,n,2.63,329.02,N,0.38,0.36
29.88482,52.74801,2026-08-08,2214,2026,8,8,N21,VIIRS,VIIRS,n,1.42,303.04,N,0.38,0.36
27.47999,52.96949,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,2.4,308.36,N,0.46,0.63
27.48091,52.96812,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,1.22,312.85,N,0.46,0.63
27.48616,52.96543,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,3.99,315.01,N,0.46,0.63
27.4871,52.96405,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,1.22,317.14,N,0.46,0.63
29.19168,52.84392,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,0.68,302.88,N,0.48,0.65
29.25834,53.11782,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,3.11,336.22,N,0.47,0.64
29.25979,53.11778,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,2.68,332.24,N,0.47,0.64
29.36893,52.60826,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,2.03,310.23,N,0.5,0.66
29.6258,52.44416,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,1.55,307.89,N,0.52,0.67
29.7947,52.80102,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,2.38,321.24,N,0.49,0.65
29.80077,52.80094,2026-08-08,2129,2026,8,8,N20,VIIRS,VIIRS,n,2.38,316.29,N,0.49,0.65
30.93158,52.67704,2026-08-08,2127,2026,8,8,N20,VIIRS,VIIRS,n,0.84,303.21,N,0.51,0.66
30.00699,51.66736,2026-08-08,1026,2026,8,8,N,VIIRS,VIIRS,n,6.07,354.79,D,0.32,0.55
