latitude,longitude,acq_date,acq_time,iran_date,iran_time,year,month,day,satellite,instrument,detected_sensor,confidence,frp,brightness,daynight,scan,track
29.82979,52.80279,2026-08-26,1624,2026-08-26,19:54,2026,8,26,Terra,MODIS,MODIS,84,31.03,312.55,N,2.07,1.4
29.8334,52.79647,2026-08-26,1624,2026-08-26,19:54,2026,8,26,Terra,MODIS,MODIS,57,13.62,304.11,N,2.07,1.4
29.83736,52.81669,2026-08-26,1624,2026-08-26,19:54,2026,8,26,Terra,MODIS,MODIS,56,12.82,303.85,N,2.06,1.4
29.8658,52.81208,2026-08-26,1110,2026-08-26,14:40,2026,8,26,Aqua,MODIS,MODIS,18,23.46,324.63,D,3.13,1.68
28.35158,54.41294,2026-08-26,1108,2026-08-26,14:38,2026,8,26,Aqua,MODIS,MODIS,38,25.62,328.27,D,2.63,1.56
28.48518,53.55391,2026-08-26,1108,2026-08-26,14:38,2026,8,26,Aqua,MODIS,MODIS,29,46.13,328.37,D,3,1.65
29.18257,54.3146,2026-08-26,1108,2026-08-26,14:38,2026,8,26,Aqua,MODIS,MODIS,41,30.83,327.98,D,2.55,1.54
29.25533,53.12261,2026-08-26,1009,2026-08-26,13:39,2026,8,26,N20,VIIRS,VIIRS,n,7.56,352.77,D,0.51,0.49
29.26038,53.12725,2026-08-26,1009,2026-08-26,13:39,2026,8,26,N20,VIIRS,VIIRS,l,1.96,367,D,0.51,0.49
29.64035,51.38784,2026-08-26,1009,2026-08-26,13:39,2026,8,26,N20,VIIRS,VIIRS,h,8.06,367,D,0.41,0.45
29.64077,51.39185,2026-08-26,1009,2026-08-26,13:39,2026,8,26,N20,VIIRS,VIIRS,n,8.06,347.69,D,0.41,0.45
29.6412,51.39585,2026-08-26,1009,2026-08-26,13:39,2026,8,26,N20,VIIRS,VIIRS,h,15.44,367,D,0.41,0.45
29.6453,51.39529,2026-08-26,1009,2026-08-26,13:39,2026,8,26,N20,VIIRS,VIIRS,n,9.56,346.77,D,0.41,0.45
30.14631,51.52165,2026-08-26,1009,2026-08-26,13:39,2026,8,26,N20,VIIRS,VIIRS,l,16.65,367,D,0.42,0.45
30.15093,51.52539,2026-08-26,1009,2026-08-26,13:39,2026,8,26,N20,VIIRS,VIIRS,h,20.04,367,D,0.42,0.45
30.15457,51.52004,2026-08-26,1009,2026-08-26,13:39,2026,8,26,N20,VIIRS,VIIRS,l,19.43,367,D,0.42,0.45
29.72878,51.8041,2026-08-26,949,2026-08-26,13:19,2026,8,26,N,VIIRS,VIIRS,l,12.67,351.19,D,0.38,0.36
30.15183,51.52433,2026-08-26,913,2026-08-26,12:43,2026,8,26,N21,VIIRS,VIIRS,l,15.26,367,D,0.43,0.46
30.15267,51.5284,2026-08-26,913,2026-08-26,12:43,2026,8,26,N21,VIIRS,VIIRS,l,10.71,367,D,0.43,0.46
30.15595,51.52333,2026-08-26,913,2026-08-26,12:43,2026,8,26,N21,VIIRS,VIIRS,h,15.26,367,D,0.43,0.46
30.16002,51.52211,2026-08-26,913,2026-08-26,12:43,2026,8,26,N21,VIIRS,VIIRS,l,16.28,367,D,0.43,0.46
30.16084,51.52609,2026-08-26,913,2026-08-26,12:43,2026,8,26,N21,VIIRS,VIIRS,l,6.09,367,D,0.43,0.46
30.16323,51.51669,2026-08-26,913,2026-08-26,12:43,2026,8,26,N21,VIIRS,VIIRS,l,16.28,367,D,0.43,0.46
30.16409,51.52088,2026-08-26,913,2026-08-26,12:43,2026,8,26,N21,VIIRS,VIIRS,h,16.28,367,D,0.43,0.46
30.16492,51.52491,2026-08-26,913,2026-08-26,12:43,2026,8,26,N21,VIIRS,VIIRS,l,6.09,367,D,0.43,0.46
30.16816,51.51963,2026-08-26,913,2026-08-26,12:43,2026,8,26,N21,VIIRS,VIIRS,l,12.37,367,D,0.43,0.46
28.68421,52.09264,2026-08-26,911,2026-08-26,12:41,2026,8,26,N21,VIIRS,VIIRS,l,11.02,348.71,D,0.43,0.46
